Run,Level,Steps,SolutionObjects,Mirrors,Refractors,RuleTransitions,Decoys,TotalObjects,GridWidth,GridHeight,Cl,Ch,Ci,MID,Solved,SolvePhase,SearchNodes,SearchTimeMs,TotalPlacements,InPlaceRotations,Relocations,ExecutionTimeMs,SweepIterations,SweepRelocations,SolveTimeMs,GenerationTimeMs
332,194,5,4,2,2,1,1,5,16,16,0.0156,0.3333,0.5000,0.2078,1,Sweep-S1,6,13.18,1,0,1,6710.94,5,0,7030.76,10.25
333,195,6,4,3,1,2,1,5,16,16,0.0156,0.6667,0.2500,0.2578,0,Sweep,33602,9456.06,0,0,0,13307.13,65,0,23075.20,10.25
334,195,7,3,3,0,0,1,4,16,16,0.0117,0.0000,0.0000,0.0059,1,1B,1,21.48,1,0,1,6815.43,0,0,7452.64,10.25
335,196,8,6,3,3,3,1,7,16,16,0.0234,0.6000,0.5000,0.2917,0,Sweep,786,12933.11,1,0,1,7663.57,81,1,20897.46,10.74
336,196,9,5,3,2,2,1,6,16,16,0.0195,0.5000,0.4000,0.2398,0,Sweep,782,11913.57,1,0,1,7437.99,77,1,19654.30,11.23
337,196,2,1,1,0,0,2,3,16,16,0.0039,0.0000,0.0000,0.0020,1,Sweep-S1,5,12.21,1,1,0,5122.07,4,0,5441.90,9.28
338,197,3,2,2,0,0,2,4,16,16,0.0078,0.0000,0.0000,0.0039,1,Sweep-S1,13,12.21,1,1,0,5800.78,4,0,6116.70,11.23
339,198,4,3,2,1,1,2,5,16,16,0.0117,0.5000,0.3333,0.2225,0,Sweep,774,7166.02,1,0,1,6632.32,69,1,14107.42,10.25
340,198,5,4,3,1,2,2,6,16,16,0.0156,0.6667,0.2500,0.2578,0,Sweep,32945,2369.63,3,3,0,28790.53,96,0,31466.80,12.70
341,198,6,5,3,2,3,2,7,16,16,0.0195,0.7500,0.4000,0.3148,0,Sweep,790,17957.52,1,0,1,11381.84,85,1,29641.60,11.23
342,198,7,6,4,2,3,2,8,16,16,0.0234,0.6000,0.3333,0.2584,0,Sweep,70423,4735.84,5,5,0,35569.82,141,0,40616.70,11.23
343,198,8,5,4,1,2,2,7,16,16,0.0195,0.5000,0.2000,0.1998,1,Sweep-S1,5,12.70,1,0,1,6320.31,4,0,6636.23,13.67
344,199,9,6,3,3,2,2,8,16,16,0.0234,0.4000,0.5000,0.2317,1,Sweep-S1,5,15.63,1,0,1,7083.50,4,0,7401.37,11.23
345,200,2,1,1,0,0,3,4,16,16,0.0039,0.0000,0.0000,0.0020,1,Trivial,0,0.00,0,0,0,0.00,0,0,316.41,11.72
346,201,3,2,2,0,0,3,5,16,16,0.0078,0.0000,0.0000,0.0039,1,Sweep-S1,6,15.14,1,0,1,7141.60,5,0,7459.47,9.77
347,202,4,3,1,2,1,3,6,16,16,0.0117,0.5000,0.6667,0.2892,0,Sweep,778,14566.41,1,0,1,9672.85,73,1,24544.92,10.74
348,202,5,4,1,3,2,3,7,16,16,0.0156,0.6667,0.7500,0.3578,0,Sweep,5259,368.65,5,5,0,37406.74,121,0,38075.68,11.23
349,202,6,5,2,3,2,3,8,16,16,0.0195,0.5000,0.6000,0.2798,0,Sweep,794,13670.90,1,0,1,11418.95,89,1,25392.58,11.72
350,202,7,4,3,1,2,3,7,16,16,0.0156,0.6667,0.2500,0.2578,1,1B,1,14.16,1,0,1,7301.76,0,0,7929.69,11.23
351,203,8,4,0,4,0,3,7,16,16,0.0156,0.0000,1.0000,0.2078,1,Sweep-S1,9,16.11,1,1,0,4878.42,7,0,5202.15,11.23
352,204,9,7,3,4,2,3,10,16,16,0.0273,0.3333,0.5714,0.2280,0,Sweep,335000,8008.79,0,0,0,12896.48,133,0,21211.43,9.77
353,204,2,1,1,0,0,4,5,16,16,0.0039,0.0000,0.0000,0.0020,1,Trivial,0,0.00,0,0,0,0.00,0,0,310.06,10.25
354,205,3,2,2,0,0,4,6,16,16,0.0078,0.0000,0.0000,0.0039,0,Sweep,782,14132.32,1,0,1,9743.16,77,1,24178.71,14.16
355,205,4,3,3,0,0,4,7,16,16,0.0117,0.0000,0.0000,0.0059,1,Trivial,0,0.00,0,0,0,0.00,0,0,303.71,9.77
356,206,5,4,4,0,0,4,8,16,16,0.0156,0.0000,0.0000,0.0078,0,Sweep,794,12183.59,1,0,1,8489.75,89,1,20977.05,10.25
357,206,6,5,4,1,2,4,9,16,16,0.0195,0.5000,0.2000,0.1998,0,Sweep,269000,8007.81,0,0,0,8562.99,90,0,16878.91,10.74
358,206,7,6,1,5,1,4,10,16,16,0.0234,0.2000,0.8333,0.2384,0,Sweep,74580,5132.32,6,6,0,49579.10,194,0,55021.97,11.23
359,206,8,6,5,1,2,4,10,16,16,0.0234,0.4000,0.1667,0.1651,1,Sweep-S1,33397,2410.16,4,4,0,29241.70,44,0,31954.10,11.72
360,207,9,7,5,2,3,4,11,16,16,0.0273,0.5000,0.2857,0.2208,1,Sweep-S1,515,55.18,1,0,1,8237.79,2,0,8599.61,11.72
361,208,2,1,1,0,0,0,1,16,16,0.0039,0.0000,0.0000,0.0020,1,Trivial,0,0.00,0,0,0,0.00,0,0,311.52,10.25
362,209,3,2,2,0,0,0,2,16,16,0.0078,0.0000,0.0000,0.0039,1,Trivial,0,0.00,0,0,0,0.00,0,0,303.22,10.74
363,210,4,3,2,1,1,0,3,16,16,0.0117,0.5000,0.3333,0.2225,0,Sweep,160,13.67,1,1,0,13730.47,86,0,14048.34,10.74
364,210,5,4,3,1,1,0,4,16,16,0.0156,0.3333,0.2500,0.1578,0,Sweep,766,7968.75,1,0,1,5920.41,61,1,14194.34,10.25
365,210,6,4,3,1,1,0,4,16,16,0.0156,0.3333,0.2500,0.1578,1,Trivial,0,0.00,0,0,0,0.00,0,0,307.62,10.25
366,211,7,4,3,1,2,0,4,16,16,0.0156,0.6667,0.2500,0.2578,0,Sweep,197,24.41,3,3,0,25368.16,116,0,25697.27,10.74
367,211,8,7,3,4,3,0,7,16,16,0.0273,0.5000,0.5714,0.2780,0,Sweep,786,17571.78,1,0,1,11021.97,81,1,28902.83,10.25
368,211,9,7,3,4,4,0,7,16,16,0.0273,0.6667,0.5714,0.3280,1,1B,1,12.70,1,0,1,6848.15,0,0,7475.59,10.25
369,212,2,1,1,0,0,1,2,16,16,0.0039,0.0000,0.0000,0.0020,1,Trivial,0,0.00,0,0,0,0.00,0,0,308.11,10.25
370,213,3,2,2,0,0,1,3,16,16,0.0078,0.0000,0.0000,0.0039,1,1B,1,12.21,1,0,1,7288.09,0,0,7907.72,10.74
371,214,4,3,2,1,1,1,4,16,16,0.0117,0.5000,0.3333,0.2225,1,Sweep-S1,5,11.72,1,0,1,8533.20,4,0,8853.03,10.74
372,215,5,4,2,2,3,1,5,16,16,0.0156,1.0000,0.5000,0.4078,0,Sweep,209,13.18,1,1,0,13248.05,72,0,13569.34,10.74
373,215,6,5,2,3,3,1,6,16,16,0.0195,0.7500,0.6000,0.3548,0,Sweep,37020,2691.90,5,5,0,36909.18,138,0,39906.74,10.74
374,215,7,5,3,2,3,1,6,16,16,0.0195,0.7500,0.4000,0.3148,1,Sweep-S1,6,15.14,2,0,2,18364.26,4,0,18684.08,10.74
375,216,8,6,4,2,1,1,7,16,16,0.0234,0.2000,0.3333,0.1384,1,1B,1,13.18,1,0,1,6855.96,0,0,7486.33,11.23
376,217,9,6,3,3,3,1,7,16,16,0.0234,0.6000,0.5000,0.2917,1,Sweep-S1,8,12.70,1,0,1,7437.01,7,0,7752.93,10.74
377,218,2,1,1,0,0,2,3,16,16,0.0039,0.0000,0.0000,0.0020,1,Sweep-S1,5,12.21,1,1,0,5625.98,4,0,5944.34,9.77
378,219,3,2,2,0,0,2,4,16,16,0.0078,0.0000,0.0000,0.0039,1,Sweep-S1,4110,293.46,1,0,1,5684.08,5,0,6278.32,9.77
379,220,4,3,3,0,0,2,5,16,16,0.0117,0.0000,0.0000,0.0059,1,Sweep-S1,37,13.18,1,1,0,9765.63,36,0,10091.31,9.28
380,221,5,4,2,2,1,2,6,16,16,0.0156,0.3333,0.5000,0.2078,0,Sweep,66223,4684.08,4,4,0,31392.09,100,0,36379.88,11.72
381,221,6,4,3,1,1,2,6,16,16,0.0156,0.3333,0.2500,0.1578,0,Sweep,245600,8005.86,0,0,0,6530.76,66,0,14844.73,10.74
382,221,7,4,1,3,1,2,6,16,16,0.0156,0.3333,0.7500,0.2578,0,Sweep,107,13.18,1,1,0,14638.67,98,0,14957.52,10.74
383,221,8,4,4,0,0,2,6,16,16,0.0156,0.0000,0.0000,0.0078,1,Sweep-S1,5,13.67,1,0,1,6641.60,4,0,6966.31,11.23
384,222,9,7,7,0,0,2,9,16,16,0.0273,0.0000,0.0000,0.0137,1,Sweep-S1,13,12.70,1,1,0,5108.89,4,0,5424.81,11.23
385,223,2,1,1,0,0,3,4,16,16,0.0039,0.0000,0.0000,0.0020,1,Trivial,0,0.00,0,0,0,0.00,0,0,305.66,10.25
386,224,3,2,2,0,0,3,5,16,16,0.0078,0.0000,0.0000,0.0039,1,Sweep-S1,21,24.90,2,2,0,11327.64,12,0,11657.23,10.74
387,225,4,3,0,3,0,3,6,16,16,0.0117,0.0000,1.0000,0.2059,1,Sweep-S1,32910,2392.58,5,5,0,25779.79,3,0,28477.05,10.74
388,226,5,4,3,1,1,3,7,16,16,0.0156,0.3333,0.2500,0.1578,0,Sweep,8873,619.14,4,4,0,33036.13,96,0,33956.54,11.72
389,226,6,4,2,2,1,3,7,16,16,0.0156,0.3333,0.5000,0.2078,0,Sweep,786,17859.38,1,0,1,10812.99,81,1,28983.40,9.28
390,226,7,6,2,4,1,3,9,16,16,0.0234,0.2000,0.6667,0.2051,1,Sweep-S2,723,18881.35,1,0,1,4905.76,18,1,24098.63,10.74
391,227,8,5,1,4,1,3,8,16,16,0.0195,0.2500,0.8000,0.2448,1,Sweep-S1,8269,645.51,5,5,0,28827.15,11,0,29772.95,10.25
392,228,9,8,5,3,4,3,11,16,16,0.0313,0.5714,0.3750,0.2621,1,1B,9,123.05,1,0,1,6362.31,0,0,7094.73,9.77
393,229,2,1,1,0,0,4,5,16,16,0.0039,0.0000,0.0000,0.0020,1,Trivial,0,0.00,0,0,0,0.00,0,0,307.62,13.18
394,230,3,2,2,0,0,4,6,16,16,0.0078,0.0000,0.0000,0.0039,0,Sweep,778,8372.56,1,0,1,6935.55,73,1,15608.89,10.74
395,230,4,3,2,1,2,4,7,16,16,0.0117,1.0000,0.3333,0.3725,1,Sweep-S1,5,13.67,1,0,1,6785.65,4,0,7102.05,9.77
396,231,5,3,3,0,0,4,7,16,16,0.0117,0.0000,0.0000,0.0059,0,Sweep,806,16279.79,1,0,1,12887.70,101,1,29477.54,9.77
397,231,6,4,4,0,0,4,8,16,16,0.0156,0.0000,0.0000,0.0078,1,Trivial,0,0.00,0,0,0,0.00,0,0,310.06,11.23
398,232,7,4,3,1,1,4,8,16,16,0.0156,0.3333,0.2500,0.1578,1,Sweep-S1,188800,8004.40,0,0,0,3169.43,32,0,11485.84,11.23
399,233,8,5,3,2,2,4,9,16,16,0.0195,0.5000,0.4000,0.2398,0,Sweep,802,15586.91,1,0,1,21287.11,97,1,37184.57,11.23
400,233,9,7,4,3,3,4,11,16,16,0.0273,0.5000,0.4286,0.2494,1,Sweep-S1,14,36.13,1,0,1,10614.26,5,0,10960.45,11.23
401,234,2,1,1,0,0,0,1,16,16,0.0039,0.0000,0.0000,0.0020,1,Sweep-S1,5,13.18,1,1,0,5133.79,4,0,5452.64,9.28
402,235,3,2,2,0,0,0,2,16,16,0.0078,0.0000,0.0000,0.0039,0,Sweep,750,4786.62,1,0,1,4392.58,45,1,9484.38,10.74
403,235,4,3,2,1,1,0,3,16,16,0.0117,0.5000,0.3333,0.2225,1,1B,1,12.21,1,0,1,7084.47,0,0,7710.45,9.28
404,236,5,4,3,1,2,0,4,16,16,0.0156,0.6667,0.2500,0.2578,0,Sweep,220,12.70,1,1,0,13645.02,82,0,13962.40,9.28
405,236,6,5,4,1,2,0,5,16,16,0.0195,0.5000,0.2000,0.1998,1,Trivial,0,0.00,0,0,0,0.00,0,0,310.55,11.23
406,237,7,6,4,2,3,0,6,16,16,0.0234,0.6000,0.3333,0.2584,0,Sweep,37150,2662.60,4,4,0,30835.94,148,0,33809.08,11.23
407,237,8,7,3,4,2,0,7,16,16,0.0273,0.3333,0.5714,0.2280,0,Sweep,239200,8003.91,0,0,0,7877.93,81,0,16183.59,10.25
408,237,9,4,1,3,1,0,4,16,16,0.0156,0.3333,0.7500,0.2578,1,1B,1,12.70,1,0,1,6873.05,0,0,7498.05,12.70
409,238,2,1,1,0,0,1,2,16,16,0.0039,0.0000,0.0000,0.0020,1,Trivial,0,0.00,0,0,0,0.00,0,0,303.22,10.25
410,239,3,2,2,0,0,1,3,16,16,0.0078,0.0000,0.0000,0.0039,1,Sweep-S1,5,12.70,1,0,1,7559.57,4,0,7879.40,10.74
411,240,4,3,2,1,1,1,4,16,16,0.0117,0.5000,0.3333,0.2225,0,Sweep,762,10757.81,1,0,1,5405.27,57,1,16467.77,10.74
412,240,5,4,2,2,2,1,5,16,16,0.0156,0.6667,0.5000,0.3078,0,Sweep,5276,424.32,3,3,0,23153.32,81,0,23886.72,9.28
413,240,6,4,4,0,0,1,5,16,16,0.0156,0.0000,0.0000,0.0078,0,Sweep,774,10396.48,1,0,1,6687.01,69,1,17390.63,11.23
414,240,7,4,3,1,2,1,5,16,16,0.0156,0.6667,0.2500,0.2578,1,1B,1,14.16,1,0,1,7338.87,0,0,7962.89,10.74
415,241,8,5,4,1,2,1,6,16,16,0.0195,0.5000,0.2000,0.1998,1,Sweep-S1,42,24.90,4,4,0,25831.05,33,0,26159.67,11.23
416,242,9,8,5,3,3,1,9,16,16,0.0313,0.4286,0.3750,0.2192,0,Sweep,281400,8013.18,0,0,0,8984.86,90,0,17301.76,10.74
417,242,2,1,1,0,0,2,3,16,16,0.0039,0.0000,0.0000,0.0020,1,Trivial,0,0.00,0,0,0,0.00,0,0,306.15,10.74
418,243,3,2,2,0,0,2,4,16,16,0.0078,0.0000,0.0000,0.0039,1,1B,1,13.18,1,0,1,6299.32,0,0,6918.46,10.74
419,244,4,3,3,0,0,2,5,16,16,0.0117,0.0000,0.0000,0.0059,1,Sweep-S1,78,24.41,3,3,0,18515.14,12,0,18850.10,12.21
420,245,5,3,1,2,1,2,5,16,16,0.0117,0.5000,0.6667,0.2892,0,Sweep,770,7392.09,1,0,1,6151.37,65,1,13847.17,9.77
421,245,6,5,3,2,3,2,7,16,16,0.0195,0.7500,0.4000,0.3148,0,Sweep,1222,79.59,6,6,0,43878.91,188,0,44263.18,9.77
422,245,7,5,3,2,4,2,7,16,16,0.0195,1.0000,0.4000,0.3898,0,Sweep,260600,8012.70,0,0,0,7461.43,74,0,15780.76,9.77
423,245,8,6,4,2,3,2,8,16,16,0.0234,0.6000,0.3333,0.2584,0,Sweep,282200,8006.35,0,0,0,9188.97,93,0,17499.51,11.23
424,245,9,8,6,2,3,2,10,16,16,0.0313,0.4286,0.2500,0.1942,0,Sweep,365600,8008.30,0,0,0,16541.02,170,0,24855.96,11.72
425,245,2,1,1,0,0,3,4,16,16,0.0039,0.0000,0.0000,0.0020,1,Sweep-S1,5,13.18,1,1,0,5368.16,4,0,5685.06,9.77
426,246,3,2,2,0,0,3,5,16,16,0.0078,0.0000,0.0000,0.0039,1,Sweep-S1,8,12.70,1,0,1,8285.16,7,0,8601.56,11.23
427,247,4,3,1,2,1,3,6,16,16,0.0117,0.5000,0.6667,0.2892,0,Sweep,257200,8004.40,0,0,0,8300.29,86,0,16613.28,11.23
428,247,5,4,4,0,0,3,7,16,16,0.0156,0.0000,0.0000,0.0078,1,Sweep-S1,93,26.37,6,6,0,34929.20,20,0,35267.58,10.74
429,248,6,5,4,1,2,3,8,16,16,0.0195,0.5000,0.2000,0.1998,0,Sweep,4316,294.43,5,5,0,36668.46,138,0,37289.06,10.74
430,248,7,3,3,0,0,3,6,16,16,0.0117,0.0000,0.0000,0.0059,0,Sweep,778,15344.73,1,0,1,9700.68,73,1,25353.03,11.23
431,248,8,7,2,5,1,3,10,16,16,0.0273,0.1667,0.7143,0.2065,0,Sweep,293400,8004.88,0,0,0,10656.74,113,0,18963.87,11.23
432,248,9,6,4,2,2,3,9,16,16,0.0234,0.4000,0.3333,0.1984,0,Sweep,292000,8008.30,0,0,0,9675.78,95,0,17986.82,9.77
433,248,2,1,1,0,0,4,5,16,16,0.0039,0.0000,0.0000,0.0020,1,Trivial,0,0.00,0,0,0,0.00,0,0,309.57,10.74
434,249,3,2,2,0,0,4,6,16,16,0.0078,0.0000,0.0000,0.0039,0,Sweep,778,12845.70,1,0,1,6910.65,73,1,20061.52,12.21
435,249,4,3,2,1,1,4,7,16,16,0.0117,0.5000,0.3333,0.2225,0,Sweep,114,23.93,7,7,0,43420.90,104,0,43755.86,10.74
436,249,5,4,3,1,1,4,8,16,16,0.0156,0.3333,0.2500,0.1578,1,Sweep-S1,143000,8004.88,0,0,0,243.16,2,0,8557.62,11.72
437,250,6,4,2,2,2,4,8,16,16,0.0156,0.6667,0.5000,0.3078,0,Sweep,826,13486.33,1,0,1,14113.28,121,1,27910.16,11.72
438,250,7,5,3,2,1,4,9,16,16,0.0195,0.2500,0.4000,0.1648,0,Sweep,802,22374.02,1,0,1,13225.59,97,1,35900.39,10.74
439,250,8,5,4,1,1,4,9,16,16,0.0195,0.2500,0.2000,0.1248,0,Sweep,802,15932.62,1,0,1,21863.28,97,1,38103.52,11.72
440,250,9,8,4,4,3,4,12,16,16,0.0313,0.4286,0.5000,0.2442,1,Sweep-S1,518,53.71,1,0,1,8091.80,5,0,8453.13,12.70
441,251,2,1,1,0,0,0,1,16,16,0.0039,0.0000,0.0000,0.0020,1,Trivial,0,0.00,0,0,0,0.00,0,0,304.69,10.74
442,252,3,2,2,0,0,0,2,16,16,0.0078,0.0000,0.0000,0.0039,1,Sweep-S1,21,24.41,2,2,0,10616.21,12,0,10949.22,9.77
443,253,4,3,2,1,1,0,3,16,16,0.0117,0.5000,0.3333,0.2225,1,1B,1,12.70,1,0,1,7821.29,0,0,8449.22,10.74
444,254,5,4,3,1,1,0,4,16,16,0.0156,0.3333,0.2500,0.1578,0,Sweep,1106,67.38,2,2,0,17733.40,72,0,18110.35,10.74
445,254,6,4,4,0,0,0,4,16,16,0.0156,0.0000,0.0000,0.0078,1,1B,1,12.70,1,0,1,7300.78,0,0,7928.71,10.74
446,255,7,6,4,2,3,0,6,16,16,0.0234,0.6000,0.3333,0.2584,0,Sweep,4182,293.95,5,5,0,33881.84,83,0,34479.49,9.77
447,255,8,4,3,1,2,0,4,16,16,0.0156,0.6667,0.2500,0.2578,1,Sweep-S1,4866,2924.81,0,0,0,102.54,1,0,3338.87,10.74
448,256,9,7,6,1,2,0,7,16,16,0.0273,0.3333,0.1429,0.1422,1,1B,1,12.70,1,0,1,4848.63,0,0,5465.82,11.72
449,257,2,1,1,0,0,1,2,16,16,0.0039,0.0000,0.0000,0.0020,1,Sweep-S1,5,11.72,1,1,0,5614.26,4,0,5930.66,10.74
450,258,3,2,2,0,0,1,3,16,16,0.0078,0.0000,0.0000,0.0039,1,Sweep-S1,19,11.72,1,1,0,6005.86,18,0,6324.22,10.74
451,259,4,3,2,1,2,1,4,16,16,0.0117,1.0000,0.3333,0.3725,0,Sweep,734,6381.84,1,0,1,5959.96,61,1,12643.55,9.77
452,259,5,4,2,2,2,1,5,16,16,0.0156,0.6667,0.5000,0.3078,0,Sweep,204,26.37,4,4,0,31565.43,122,0,31897.46,10.74
453,259,6,5,4,1,2,1,6,16,16,0.0195,0.5000,0.2000,0.1998,0,Sweep,4788,308.59,3,3,0,22264.65,106,0,22874.02,9.77
454,259,7,6,2,4,4,1,7,16,16,0.0234,0.8000,0.6667,0.3851,1,Sweep-S1,56,24.41,3,3,0,17559.57,46,0,17890.63,11.72
455,260,8,7,4,3,2,1,8,16,16,0.0273,0.3333,0.4286,0.1994,0,Sweep,798,22330.08,1,0,1,13812.50,93,1,36451.17,11.72
456,260,9,7,3,4,3,1,8,16,16,0.0273,0.5000,0.5714,0.2780,1,Sweep-S2,731,20706.05,1,0,1,6347.66,26,1,27355.47,12.70
457,261,2,1,1,0,0,2,3,16,16,0.0039,0.0000,0.0000,0.0020,1,Sweep-S1,5,15.63,1,1,0,6391.60,4,0,6720.70,12.70
458,262,3,2,2,0,0,2,4,16,16,0.0078,0.0000,0.0000,0.0039,1,Sweep-S1,19,14.65,1,1,0,6467.77,18,0,6791.99,12.70
459,263,4,3,1,2,1,2,5,16,16,0.0117,0.5000,0.6667,0.2892,0,Sweep,307,36.13,3,3,0,22846.68,105,0,23190.43,11.72
460,263,5,3,1,2,2,2,5,16,16,0.0117,1.0000,0.6667,0.4392,0,Sweep,66,16.60,1,0,1,12371.09,65,0,12691.41,11.72
461,263,6,5,3,2,2,2,7,16,16,0.0195,0.5000,0.4000,0.2398,0,Sweep,41114,3334.96,6,6,0,41820.31,145,0,45467.77,11.72
462,263,7,5,3,2,2,2,7,16,16,0.0195,0.5000,0.4000,0.2398,1,Sweep-S1,66085,5497.07,5,5,0,27031.25,28,0,32833.98,10.74
463,264,8,6,3,3,4,2,8,16,16,0.0234,0.8000,0.5000,0.3517,0,Sweep,9402,721.68,4,4,0,29039.06,120,0,30062.50,12.70
464,264,9,7,5,2,4,2,9,16,16,0.0273,0.6667,0.2857,0.2708,1,Sweep-S1,8,15.63,1,0,1,7887.70,7,0,8214.84,11.72
465,265,2,1,1,0,0,3,4,16,16,0.0039,0.0000,0.0000,0.0020,1,Sweep-S1,5,14.65,1,1,0,5871.09,4,0,6189.45,10.74
466,266,3,2,2,0,0,3,5,16,16,0.0078,0.0000,0.0000,0.0039,0,Sweep,770,9162.11,1,0,1,6275.39,65,1,15755.86,12.70
467,266,4,3,1,2,2,3,6,16,16,0.0117,1.0000,0.6667,0.4392,1,Sweep-S1,25,15.63,1,0,1,10231.45,24,0,10561.52,15.63
468,267,5,4,3,1,1,3,7,16,16,0.0156,0.3333,0.2500,0.1578,1,Sweep-S1,25,16.60,3,3,0,14658.20,23,0,14978.52,11.72
469,268,6,4,3,1,2,3,7,16,16,0.0156,0.6667,0.2500,0.2578,1,1A,10,15.63,1,1,0,4544.92,0,0,5171.88,11.72
470,269,7,5,2,3,4,3,8,16,16,0.0195,1.0000,0.6000,0.4298,0,Sweep,65760,5289.06,6,6,0,40860.35,134,0,46461.91,11.72
471,269,8,7,2,5,2,3,10,16,16,0.0273,0.3333,0.7143,0.2565,1,Sweep-S1,174200,8012.70,0,0,0,2662.11,26,0,10985.35,10.74
472,270,9,7,3,4,5,3,10,16,16,0.0273,0.8333,0.5714,0.3780,1,Trivial,0,0.00,0,0,0,0.00,0,0,306.64,10.74
473,271,2,1,1,0,0,4,5,16,16,0.0039,0.0000,0.0000,0.0020,1,Trivial,0,0.00,0,0,0,0.00,0,0,312.50,9.77
474,272,3,2,2,0,0,4,6,16,16,0.0078,0.0000,0.0000,0.0039,1,Sweep-S1,13,11.72,1,1,0,5291.02,4,0,5615.23,10.74
475,273,4,3,1,2,2,4,7,16,16,0.0117,1.0000,0.6667,0.4392,0,Sweep,786,10155.27,1,0,1,7603.52,81,1,18070.31,10.74
476,273,5,4,1,3,1,4,8,16,16,0.0156,0.3333,0.7500,0.2578,0,Sweep,296200,8001.95,0,0,0,10861.33,114,0,19168.95,10.74
477,273,6,5,4,1,2,4,9,16,16,0.0195,0.5000,0.2000,0.1998,0,Sweep,194,13.67,1,1,0,18845.70,120,0,19166.02,11.72
478,273,7,5,4,1,2,4,9,16,16,0.0195,0.5000,0.2000,0.1998,1,1B,1,13.67,1,0,1,8533.20,0,0,9157.23,11.72
479,274,8,6,3,3,3,4,10,16,16,0.0234,0.6000,0.5000,0.2917,1,1B,1,13.67,1,0,1,6037.11,0,0,6666.99,10.74
480,275,9,6,6,0,0,4,10,16,16,0.0234,0.0000,0.0000,0.0117,1,Sweep-S1,5,13.67,1,0,1,7279.30,4,0,7598.63,10.74
481,276,2,1,1,0,0,0,1,16,16,0.0039,0.0000,0.0000,0.0020,1,Sweep-S1,5,11.72,1,1,0,4868.16,4,0,5187.50,9.77
482,277,3,2,2,0,0,0,2,16,16,0.0078,0.0000,0.0000,0.0039,1,Sweep-S1,13,11.72,1,1,0,5542.97,4,0,5859.38,10.74
483,278,4,3,2,1,1,0,3,16,16,0.0117,0.5000,0.3333,0.2225,0,Sweep,61,12.70,1,1,0,9925.78,58,0,10249.02,9.77
484,278,5,4,4,0,0,0,4,16,16,0.0156,0.0000,0.0000,0.0078,1,Sweep-S1,73,12.70,1,1,0,12278.32,72,0,12590.82,9.77
485,279,6,5,0,5,0,0,5,16,16,0.0195,0.0000,1.0000,0.2098,0,Sweep,92,11.72,1,1,0,13690.43,90,0,14003.91,10.74
486,279,7,5,4,1,1,0,5,16,16,0.0195,0.2500,0.2000,0.1248,0,Sweep,772,7397.46,1,0,1,6431.64,67,1,14141.60,10.74
487,279,8,7,3,4,3,0,7,16,16,0.0273,0.5000,0.5714,0.2780,0,Sweep,37736,2621.09,5,5,0,40433.59,158,0,43357.42,10.74
488,279,9,7,5,2,4,0,7,16,16,0.0273,0.6667,0.2857,0.2708,0,Sweep,277200,8005.86,0,0,0,9401.37,98,0,17711.91,10.74
489,279,2,1,1,0,0,1,2,16,16,0.0039,0.0000,0.0000,0.0020,1,Sweep-S1,5,12.70,1,1,0,5624.02,4,0,5945.31,10.74
490,280,3,2,2,0,0,1,3,16,16,0.0078,0.0000,0.0000,0.0039,1,Sweep-S1,6,12.70,1,1,0,5619.14,4,0,5939.45,9.77
491,281,4,3,1,2,1,1,4,16,16,0.0117,0.5000,0.6667,0.2892,1,Sweep-S1,203,26.37,4,4,0,23213.87,58,0,23545.90,12.70
492,282,5,4,2,2,1,1,5,16,16,0.0156,0.3333,0.5000,0.2078,1,1B,1,12.70,1,0,1,6855.47,0,0,7477.54,10.74
493,283,6,5,3,2,3,1,6,16,16,0.0195,0.7500,0.4000,0.3148,0,Sweep,8874,601.56,3,3,0,23051.76,96,0,23964.84,9.77
494,283,7,4,4,0,0,1,5,16,16,0.0156,0.0000,0.0000,0.0078,1,1B,1,12.70,1,0,1,5257.81,0,0,5883.79,10.74
495,284,8,7,5,2,3,1,8,16,16,0.0273,0.5000,0.2857,0.2208,0,Sweep,269400,8005.86,0,0,0,8159.18,81,0,16466.80,12.70
496,284,9,7,4,3,3,1,8,16,16,0.0273,0.5000,0.4286,0.2494,0,Sweep,274400,8009.77,0,0,0,9180.66,97,0,17497.07,9.77
497,284,2,1,1,0,0,2,3,16,16,0.0039,0.0000,0.0000,0.0020,1,Sweep-S1,5,12.70,1,1,0,5623.05,4,0,5937.50,10.74
498,285,3,2,2,0,0,2,4,16,16,0.0078,0.0000,0.0000,0.0039,1,1B,1,13.67,1,0,1,7576.17,0,0,8200.20,10.74
499,286,4,3,2,1,1,2,5,16,16,0.0117,0.5000,0.3333,0.2225,1,Sweep-S1,5,13.67,1,0,1,8285.16,4,0,8604.49,9.77
500,287,5,4,3,1,2,2,6,16,16,0.0156,0.6667,0.2500,0.2578,1,Sweep-S1,32894,2334.96,4,4,0,24188.48,52,0,26833.01,11.72
501,288,6,5,4,1,1,2,7,16,16,0.0195,0.2500,0.2000,0.1248,0,Sweep,285600,8010.74,0,0,0,10827.15,110,0,19147.46,10.74
502,288,7,5,3,2,1,2,7,16,16,0.0195,0.2500,0.4000,0.1648,0,Sweep,826,16944.34,1,0,1,15046.88,121,1,32300.78,11.72
503,288,8,7,6,1,2,2,9,16,16,0.0273,0.3333,0.1429,0.1422,1,1B,1,12.70,1,0,1,8519.53,0,0,9141.60,10.74
